GEO_ID,FIPS,Total population
1400000U,6037604001,4617
1400000U,6037604002,3783
1400000U,6037604101,3875
1400000U,6037604102,2651
1400000U,6037604200,5837
1400000U,6037609900,1731
1400000U,6037620001,4209
1400000U,6037620002,3408
1400000U,6037620101,5411
1400000U,6037620102,3835
1400000U,6037620201,1548
1400000U,6037620301,4223
1400000U,6037620303,4653
1400000U,6037620305,6038
1400000U,6037620400,5218
1400000U,6037620501,5808
1400000U,6037620521,4586
1400000U,6037620522,4616
1400000U,6037620601,6165
1400000U,6037620602,5846
1400000U,6037620701,7125
1400000U,6037620703,3637
1400000U,6037620704,3817
1400000U,6037620801,3966
1400000U,6037620802,3479
1400000U,6037620901,2677
1400000U,6037620904,2782
1400000U,6037621001,4552
1400000U,6037621005,4749
1400000U,6037621102,3390
1400000U,6037621104,6557
1400000U,6037621201,7095
1400000U,6037621204,2729
1400000U,6037621301,7177
1400000U,6037621324,3497
1400000U,6037621326,3098
1400000U,6037621400,4618
1400000U,6037650001,6024
1400000U,6037650003,3032
1400000U,6037650004,4386
1400000U,6037650101,5080
1400000U,6037650102,2166
1400000U,6037650200,5921
1400000U,6037650300,7894
1400000U,6037650401,4473
1400000U,6037650501,2779
1400000U,6037650502,4214
1400000U,6037650603,3742
1400000U,6037650604,5393
1400000U,6037650605,2762
1400000U,6037650606,4217
1400000U,6037650607,2680
1400000U,6037650701,2555
1400000U,6037650702,4605
1400000U,6037650801,3864
1400000U,6037650802,3629
1400000U,6037650901,4963
1400000U,6037650903,4701
1400000U,6037650904,2457
1400000U,6037651001,5272
1400000U,6037651002,4797
1400000U,6037651101,4678
1400000U,6037651102,4059
1400000U,6037651201,4621
1400000U,6037651221,3614
1400000U,6037651222,6221
1400000U,6037651302,5816
1400000U,6037651304,5015
1400000U,6037651401,2418
1400000U,6037651402,5451
1400000U,6037670001,3479
1400000U,6037670002,3259
1400000U,6037670003,6008
1400000U,6037670101,3663
1400000U,6037670102,4000
1400000U,6037670201,3647
1400000U,6037670202,2559
1400000U,6037670324,5485
1400000U,6037670326,3237
1400000U,6037670328,4325
1400000U,6037670405,2711
1400000U,6037670406,1712
1400000U,6037670407,5849
1400000U,6037670413,4814
1400000U,6037670416,4101
1400000U,6037670417,2780
1400000U,6037670418,4438
1400000U,6037670500,1511
1400000U,6037670603,1856
1400000U,6037670604,4953
1400000U,6037670701,6486
1400000U,6037670702,5891
1400000U,6037700101,5536
1400000U,6037700102,4505
1400000U,6037700200,6694
1400000U,6037700300,5541
1400000U,6037700400,4486
1400000U,6037700501,4190
1400000U,6037700502,4138
1400000U,6037700600,5117
1400000U,6037700700,3121
1400000U,6037700801,4072
1400000U,6037700802,4015
1400000U,6037700901,4072
1400000U,6037700902,6483
1400000U,6037701000,5075
1400000U,6037701201,3699
1400000U,6037701202,3314
1400000U,6037701302,4645
1400000U,6037701304,5930
1400000U,6037701402,7371
1400000U,6037701501,4842
1400000U,6037701502,3788
1400000U,6037701601,4112
1400000U,6037701602,4507
1400000U,6037701701,3303
1400000U,6037701702,3102
1400000U,6037701801,5971
1400000U,6037701802,5048
1400000U,6037701902,5484
1400000U,6037702002,6037
1400000U,6037702102,5641
1400000U,6037702201,3996
1400000U,6037702202,3937
1400000U,6037702300,6801
1400000U,6037702400,4758
1400000U,6037702501,4727
1400000U,6037702502,4280
1400000U,6037702600,6053
1400000U,6037702700,3349
1400000U,6037702801,5564
1400000U,6037702802,2266
1400000U,6037702803,2941
1400000U,6037702900,8844
1400000U,6037703002,7434
1400000U,6037703003,6055
1400000U,6037703100,6069
1400000U,6037703200,5675
1400000U,6037800101,5715
1400000U,6037800103,3682
1400000U,6037800104,3921
1400000U,6037800202,5943
1400000U,6037800204,4162
1400000U,6037800205,4003
1400000U,6037800206,3590
1400000U,6037800324,6421
1400000U,6037800325,3703
1400000U,6037800328,1267
1400000U,6037800333,2188
1400000U,6037800334,3502
1400000U,6037800335,4296
1400000U,6037800336,3947
1400000U,6037800337,3419
1400000U,6037800338,6411
1400000U,6037800406,1948
1400000U,6037800410,3647
1400000U,6037800411,2475
1400000U,6037800412,3688
1400000U,6037800504,2024
1400000U,6037800506,3037
1400000U,6037900102,633
1400000U,6037900103,6581
1400000U,6037900104,6910
1400000U,6037900301,4678
1400000U,6037900501,7963
1400000U,6037900504,6592
1400000U,6037900505,4404
1400000U,6037900506,5072
1400000U,6037900508,3716
1400000U,6037900509,4527
1400000U,6037900510,4043
1400000U,6037900602,5449
1400000U,6037900606,4676
1400000U,6037900607,4953
1400000U,6037900608,3930
1400000U,6037900609,5163
1400000U,6037900610,3313
1400000U,6037900611,4435
1400000U,6037900701,4844
1400000U,6037900703,5172
1400000U,6037900704,3395
1400000U,6037900705,4011
1400000U,6037900804,3558
1400000U,6037900805,5956
1400000U,6037900806,4342
1400000U,6037900807,4197
1400000U,6037900808,5047
1400000U,6037900901,3252
1400000U,6037900902,1388
1400000U,6037901003,3394
1400000U,6037901007,2104
1400000U,6037901008,3268
1400000U,6037901009,5874
1400000U,6037901010,5502
1400000U,6037901011,4859
1400000U,6037901012,6365
1400000U,6037901013,3378
1400000U,6037901014,5054
1400000U,6037901101,5689
1400000U,6037901102,5412
1400000U,6037901209,951
1400000U,6037901210,1637
1400000U,6037901214,4927
1400000U,6037901215,3596
1400000U,6037901216,2602
1400000U,6037901217,1536
1400000U,6037901218,2404
1400000U,6037901300,1862
1400000U,6037910002,7197
1400000U,6037910210,7166
1400000U,6037910211,1751
1400000U,6037910212,3322
1400000U,6037910213,1464
1400000U,6037910214,5593
1400000U,6037910215,6943
1400000U,6037910216,5164
1400000U,6037910217,5678
1400000U,6037910218,4263
1400000U,6037910301,4413
1400000U,6037910302,6396
1400000U,6037910401,5995
1400000U,6037910404,4405
1400000U,6037910405,5851
1400000U,6037910501,5719
1400000U,6037910502,4301
1400000U,6037910504,4032
1400000U,6037910505,3172
1400000U,6037910601,6495
1400000U,6037910602,4670
1400000U,6037910605,5113
1400000U,6037910606,3239
1400000U,6037910607,4225
1400000U,6037910608,4023
1400000U,6037910706,6824
1400000U,6037910707,5192
1400000U,6037910709,1712
1400000U,6037910712,3251
1400000U,6037910713,7157
1400000U,6037910714,4052
1400000U,6037910715,7006
1400000U,6037910716,6277
1400000U,6037910717,2277
1400000U,6037910718,5536
1400000U,6037910719,4546
1400000U,6037910720,5320
1400000U,6037910721,3823
1400000U,6037910804,3060
1400000U,6037910807,5954
1400000U,6037910808,3918
1400000U,6037910809,2297
1400000U,6037910810,2849
1400000U,6037910814,3108
1400000U,6037910815,5152
1400000U,6037911001,3546
1400000U,6037911100,7331
1400000U,6037920013,7870
1400000U,6037920015,6383
1400000U,6037920016,5004
1400000U,6037920017,4261
1400000U,6037920018,2058
1400000U,6037920020,5993
1400000U,6037920028,8740
1400000U,6037920029,3741
1400000U,6037920030,5754
1400000U,6037920031,6117
1400000U,6037920034,4318
1400000U,6037920035,8980
1400000U,6037920038,3098
1400000U,6037920039,1615
1400000U,6037920040,3270
1400000U,6037920041,3072
1400000U,6037920042,6840
1400000U,6037920043,8603
1400000U,6037920044,2626
1400000U,6037920045,4441
1400000U,6037920046,3605
1400000U,6037920047,7009
1400000U,6037920048,5502
1400000U,6037920049,6133
1400000U,6037920050,1024
1400000U,6037920102,4734
1400000U,6037920104,2897
1400000U,6037920106,3576
1400000U,6037920109,4646
1400000U,6037920110,2891
1400000U,6037920111,3065
1400000U,6037920112,3927
1400000U,6037920114,5358
1400000U,6037920115,4048
1400000U,6037920116,4949
1400000U,6037920118,6248
1400000U,6037920119,1813
1400000U,6037920120,4045
1400000U,6037920121,10967
1400000U,6037920200,4186
1400000U,6037920303,1564
1400000U,6037920312,6398
1400000U,6037920313,5021
1400000U,6037920314,3158
1400000U,6037920322,2597
1400000U,6037920326,7191
1400000U,6037920328,1967
1400000U,6037920329,6169
1400000U,6037920330,3454
1400000U,6037920331,3564
1400000U,6037920332,2062
1400000U,6037920334,5943
1400000U,6037920338,5749
1400000U,6037920339,8917
1400000U,6037920340,2830
1400000U,6037920341,3004
1400000U,6037920342,3131
1400000U,6037920343,4087
1400000U,6037930400,1309
1400000U,6037980001,0
1400000U,6037980002,0
1400000U,6037980003,0
1400000U,6037980004,0
1400000U,6037980005,0
1400000U,6037980006,0
1400000U,6037980007,0
1400000U,6037980008,73
1400000U,6037980009,5
1400000U,6037980010,143
1400000U,6037980011,101
1400000U,6037980012,20
1400000U,6037980013,0
1400000U,6037980014,40
1400000U,6037980015,1111
1400000U,6037980016,371
1400000U,6037980017,1362
1400000U,6037980018,0
1400000U,6037980019,75
1400000U,6037980020,0
1400000U,6037980021,16
1400000U,6037980022,0
1400000U,6037980023,47
1400000U,6037980024,205
1400000U,6037980025,442
1400000U,6037980026,15
1400000U,6037980028,0
1400000U,6037980030,0
1400000U,6037980031,970
1400000U,6037980033,14
1400000U,6037980034,0
1400000U,6037980035,642
1400000U,6037980036,606
1400000U,6037980037,0
1400000U,6037980038,0
1400000U,6037980039,0
1400000U,6037990100,0
1400000U,6037990200,0
1400000U,6037990300,0
